"Project ID","Compliance Program ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","Compliance Program Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR589","N/A","","Fiscalini Properties, L.P.","Fiscalini Properties, L.P.","Fiscalini Farms Anaerobic Digester","","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Modesto","CALIFORNIA","US","","","","27606","07/16/2010","09/27/2012","View","View","www.fiscalinifarms.com",
"CAR1173","CAFR5192","","Berea College","Berea College","Forest Carbon Partners - Berea College Improved Forest Management Project","Berea College","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Madison County, Kentucky; Near Berea","KENTUCKY","US","","","","432291","06/05/2015","07/13/2018","View","View","",
"CAR1293","CAFR5384","","English Bay Corporation","English Bay Corporation","Forest Carbon Partners - English Bay Corporation Forest Carbon Project","English Bay Corporation","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Kenai Peninsula Borough","ALASKA","US","","","","1574251","01/04/2018","04/06/2020","View","View","www.forestcarbonpartners.com",
"CAR1329","CAFR6329","","Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Forest Carbon Partners - Hunter Ranch Improved Forest Management Project","Hunter Ranch, LLC","Forest Carbon Partners, L.P.","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","near Korbel, CA","CALIFORNIA","US","","","","551534","02/06/2019","07/22/2020","View","View","",
"CAR1183","CAFR5283","","Steigerwadlt Land Services, Inc.","Steigerwadlt Land Services, Inc.","Forest Carbon Partners - Mescalero Apache Tribe Improved Forest Management Project","Mescalero Apache Tribe","None","SCS Global Services","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Otero County, New Mexico","NEW MEXICO","US","","","","4607670","10/16/2015","06/19/2017","View","View","www.steigerwaldt.com",
"CAR1292","CAFR5382","","Seldovia Native Association, Inc.","Seldovia Native Association, Inc.","Forest Carbon Partners - Seldovia Native Association Forest Carbon Project","Seldovia Native Association, Inc.","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Kenai Peninsula Borough","ALASKA","US","","","","1917966","01/04/2018","04/06/2020","View","View","www.forestcarbonpartners.com",
"CAR1174","CAFR5224","","Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Forest Carbon Partners -- Eddie Ranch Improved Forest Management Project","Eddie Ranch Properties LLC","Baldwin, Blomstrom, Wilkinson and Associates, Inc","TUV SUD America, Inc.","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","","280890","10/09/2015","08/11/2018","View","View","www.forestcarbonpartners.com",
"CAR1181","CAFR5221","","Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.","Forest Carbon Partners -- Fort Seward Improved Forest Management Project","Peggy Satterlee","Forest Carbon Partners, L.P.","","Improved Forest Management - ARB Compliance","Completed","Inactive","Humboldt County, near Garberville","CALIFORNIA","US","","","","","10/09/2015","","View","View","www.forestcarbonpartners.com",
"CAR1103","CAFR5149","","Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Forest Carbon Partners -- Glass Ranch Improved Forest Management Project","Ronald Glass","Baldwin, Blomstrom, Wilkinson and Associates, Inc.","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Humboldt County, California","CALIFORNIA","US","","","","342245","12/31/2014","06/06/2016","View","View","",
"CAR1281","CALS5324","","Ag Methane Advisors, LLC","Ag Methane Advisors, LLC","Four Hills Farm","Four Hills Farm Partnership","Ag Methane Advisors, LLC","TUV SUD America, Inc.","Livestock - ARB Compliance","Registered","Active ARB Project","Bristol","VERMONT","US","","","","55317","09/29/2017","12/11/2020","View","View","",
"CAR2015","N/A","CARC1980","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Francisco Villa","FranciscoVilla-ASRTulancingo 2F","","","","Forestry - MX","Listed","Not ARB or WA ECO Eligible","LOC. FRANCISCO VILLA, ZEMPOALA","HIDALGO","MX","","","","","02/20/2026","","View","View","https://www.silvicultorestulancingo.org/",
"CAR2230","N/A","","County of Franklin Solid Waste Management Authority","County of Franklin Solid Waste Management Authority","Franklin County Regional Landfill","","","","Landfill Gas Capture/Combustion","Listed","Not ARB or WA ECO Eligible","Town of Constable, Franklin County NY","NEW YORK","US","","","","","05/08/2026","","View","View","www.cfswma.com",
"CAR1104","CAFR5150","","GM Gabrych Family L.P","GM Gabrych Family L.P","Gabrych Ranch Improved Forest Management Project","GM Gabrych Family LP","James D. Clark","S&A Carbon, LLC","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Humboldt County and Trinity County","CALIFORNIA","US","","","","315394","12/31/2014","12/09/2016","View","View","",
"CAR1189","CAFR5219","","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","Garcia River","Mendocino Redwood Company","NONE","","Improved Forest Management - ARB Compliance","Completed","Inactive","Mendocino County","CALIFORNIA","US","","","","","10/20/2015","","View","View","",
"CAR102","N/A","","The Conservation Fund","The Conservation Fund","Garcia River Forest","","","","Conservation-Based Forest Management","Transitioned","Not ARB or WA ECO Eligible","Mendocino County","CALIFORNIA","US","","","","1849397","07/01/2005","12/24/2008","View","View","",
"CAR1098","CAFR5141","","The Conservation Fund","The Conservation Fund","Garcia River Forest - ARB","The Conservation Fund","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","Reported under CAR102 prior to transition to the ARB Compliance Offset Protocol","1347433","02/09/2015","02/16/2017","View","View","www.conservationfund.org",
"CAR978","N/A","","Camco International Group, Inc.","Camco International Group, Inc.","Gardeau Crest Dairy","Camco International Group, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Perry, NY, Wyoming County","NEW YORK","US","","","","22054","11/21/2012","09/05/2014","View","View","",
"CAR475","N/A","","Gaston County Solid Waste and Recycling","Gaston County Solid Waste and Recycling","Gaston County Landfill Gas Destruction Project","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Gaston County, Dallas, NC","NORTH CAROLINA","US","","7. Affordable and Clean Energy;9. Industry, Innovation and Infrastructure;13. Climate Action","","1510700","05/07/2020","11/11/2009","View","View","",
"CAR1017","N/A","","GEC Organics","GEC Organics","GEC Organics","","","","Organic Waste Composting","Completed","Not ARB or WA ECO Eligible","Castleberry Alabama 36432","ALABAMA","US","","","","","11/04/2013","","View","View","www.gecorganics.us",
"CAR441","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","George DeRuyter & Sons Dairy","","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Outlook","WASHINGTON","US","","","","131618","04/09/2009","06/22/2010","View","View","",
"CAR1080","CALS5094","","3Degrees Group, Inc","3Degrees Group, Inc","George DeRuyter and Sons Dairy Methane Reduction Project","George DeRuyter and Sons Dairy LLC","3Degrees Group, Inc","","Livestock - ARB Compliance","Completed","Terminated","Near Yakima County","WASHINGTON","US","","","","45849","09/17/2014","09/12/2016","View","View","",
"CAR1475","N/A","CARC1581","Bank of Montreal","Jordan Gibson - LTD.","Gibson Grassland Project","","","TUV SUD America, Inc.","Canada Grassland","Completed","Not ARB or WA ECO Eligible","Vermilion River County #24","ALBERTA","CA","","","Project Completed at the request of the project developer. 12/23/2024","","04/12/2023","","View","View","",
"CAR1288","CALS5388","","Maas Energy Works, Inc.","Maas Energy Works, Inc.","GJ TeVelde Ranch Dairy Digester","GJ TeVelde Ranch Energy, LLC","Maas Energy Works","","Livestock - ARB Compliance","Completed","Terminated","Tulare County","CALIFORNIA","US","","","","49676","11/18/2017","11/16/2018","View","View","",
"CAR1806","N/A","","GQ Sustain, LLC","GQ Sustain, LLC","GQ Sustain Historical Program","","","","Soil Enrichment","Listed","Not ARB or WA ECO Eligible","KS, NE, MO","TEXAS","US","","","","","11/29/2023","","View","View","",
"CAR399","N/A","","EcoSecurities International Limited","EcoSecurities International Limited","Granger Decatur Landfill Gas Destruction Project","","","TUV SUD America, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Trinity","ALABAMA","US","","","Moved to completed 3/14/2013 (missed annual reporting requirement)","169589","09/25/2008","12/21/2009","View","View","",
"CAR749","N/A","","Woodlands Nature Reserve, LLC","Woodlands Nature Reserve, LLC","Green Assets - Middleton Avoided Conversion","Middleton Place LLC","Green Assets, Inc.","","Avoided Conversion","Completed","Not ARB or WA ECO Eligible","Charleston","SOUTH CAROLINA","US","","","Project has transitioned to compliance - CAR1109","285687","05/02/2011","09/17/2013","View","View","",
"CAR1109","CAFR5105","","Woodlands Nature Reserve, LLC","Woodlands Nature Reserve, LLC","Green Assets � Woodlands Nature Reserve Avoided Conversion Project","Woodlands Nature Reserve, LLC","Green Assets, Inc","","Avoided Conversion - ARB Compliance","Registered","Active ARB Project","Dorchester Co.; North of Charleston, S.C","SOUTH CAROLINA","US","","","","265776","12/23/2014","04/13/2016","View","View","",
"CAR412","N/A","","Camco International Group, Inc.","Camco International Group, Inc.","Green Meadow Farm","Camco International Group, Inc.","","DNV","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Shiawassee","MICHIGAN","US","","","Approved for Zero-Credit Reporting Period for 2013 and 2014 vintages","36799","12/02/2008","05/04/2010","View","View","",
"CAR629","N/A","","Solvay Chemicals, Inc.","Solvay Chemicals, Inc.","Green River Trona Mine Methane Destruction and Utilization Project","","","","Coal Mine Methane - Drainage","Completed","Not ARB or WA ECO Eligible","Sweetwater County","WYOMING","US","","","","498654","04/19/2010","09/01/2011","View","View","",
"CAR2111","CAMM1009","","Keyrock Environment,LLC","Keyrock Environment,LLC","Green Valley Abandoned Mine Methane Recovery Project","Keyrock Environment LLC","None","Agri-Waste Technology, Inc.","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Paris","ILLINOIS","US","","","","159383","03/06/2025","12/02/2025","View","View","none",
"CAR504","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Green Valley Dairy","TerraPass, Inc.","None","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Krakow, Wisconsin","WISCONSIN","US","","","","70598","10/16/2009","09/24/2012","View","View","",
"CAR1106","CALS5180","","3Degrees Group, Inc","3Degrees Group, Inc","Green Valley Dairy Methane Reduction Project","Green Valley Dairy","3Degrees Group, Inc","","Livestock - ARB Compliance","Completed","Terminated","Krakow, Wisconsin","WISCONSIN","US","","","","130138","02/27/2015","10/19/2016","View","View","",
"CAR495","N/A","","Anew Environmental, LLC","Anew Environmental, LLC","Greenville County Landfill Gas Utilization Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Greenville County; Greer","SOUTH CAROLINA","US","","13. Climate Action","","939240","09/17/2009","01/19/2010","View","View","",
"CAR1190","CAFR5220","","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","Greenwood Creek","Mendocino Redwood Company","NONE","Aster Global Environmental Solutions, Inc.","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","","506395","10/20/2015","06/26/2018","View","View","",
"CAR2161","CALS7161","","California Bioenergy, LLC","California Bioenergy, LLC","Grimmius East Biogas LLC","Grimmius East Biogas LLC","California Bioenergy LLC","","Livestock - ARB Compliance","Listed","Proposed Project","Tulare","CALIFORNIA","US","","","","","01/09/2026","","View","View","https://calbioenergy.com/",
"CAR1468","N/A","CARC1581","Bank of Montreal","Cliff Grinde LLC","Grinde Grasslands Project","","","TUV SUD America, Inc.","Canada Grassland","Completed","Not ARB or WA ECO Eligible","Calgary","ALBERTA","CA","","","Project Completed at the request of the project developer. 12/23/2024","","04/12/2023","","View","View","",
"CAR1116","CAFR5116","","Sierra Pacific Industries","Sierra Pacific Industries","Griswold","Sierra Pacific industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Completed","Inactive","In Tuolumne County north east of Sonora","CALIFORNIA","US","","","","","01/21/2015","","View","View","",
"CAR612","N/A","","Grotegut Dairy Farm Inc","Grotegut Dairy Farm Inc","Grotegut Dairy Farm Inc","","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Newton","WISCONSIN","US","","","","54686","04/22/2010","05/30/2013","View","View","",
"CAR1135","CALS5143","","DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.","Grotegut Dairy Farm, Inc","Grotegut Dairy Farm, Inc.","Calumet Renewable Energy LLC","","Livestock - ARB Compliance","Completed","Terminated","Newton, Manitowoc County","WISCONSIN","US","","","","49058","02/12/2015","08/09/2017","View","View","www.dteenergy.com",
"CAR465","N/A","","GTR Solid Waste Management Authority","GTR Solid Waste Management Authority","GTR Solid Waste Landfill","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Oktibbeha/Clay county near Starkville MS","MISSISSIPPI","US","","","","382731","07/09/2009","02/11/2011","View","View","",
"CAR1484","N/A","CARC1478","Toroto SAPI de CV","GUADALUPE ZAJ�, CHANJUL, SAN ANTONIO CHICHARRAS","Guadalupe Zaj�, Chanjul, San Antonio Chicharras","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Completed","Not ARB or WA ECO Eligible","Municipio de Tapachula","CHIAPAS","MX","","","","","06/04/2021","","View","View","www.guadalupezaju.com",
"CAR660","N/A","","The Conservation Fund","The Conservation Fund","Gualala River Forest","The Conservation Fund","","","Improved Forest Management","Completed","Not ARB or WA ECO Eligible","Southern Mendocino County; near Gualala","CALIFORNIA","US","","","","514346","08/03/2010","12/23/2011","View","View","",
"CAR1099","CAFR5137","","Hayfield Creek LLC","Hayfield Creek LLC","Gualala River Forest - ARB","Hayfield Creek LLC","None","","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County, CA","CALIFORNIA","US","","","","755720","02/09/2015","05/16/2017","View","View","www.conservationfund.org",
"CAR1958","N/A","","INVESTIGACION Y SOLUCIONES SOCIOAMBIENTALES","Desarrollo Agropecuario y Forestal Yaxa","Hacienda Yaxa, capactura de carbono en el contexto del Tren Maya, Campeche, M�xico.","","","GREEN CERTIFICACIONES E INSPECCIONES S.C.","Forestry - MX","Listed","Not ARB or WA ECO Eligible","Cerca de la Capital de Campeche","CAMPECHE","MX","","","","","05/14/2024","","View","View","",
"CAR1562","N/A","","Anew Environmental, LLC","Anew Environmental, LLC","Hamptons Road Recovery Center","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Virginia Beach","VIRGINIA","US","","13. Climate Action","","52874","05/06/2022","01/05/2024","View","View","",
"CAR635","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Hancock County Landfill Gas Collection Project","","","OmnexFuturepast","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Hancock County","OHIO","US","","3. Good Health and Well-Being;9. Industry, Innovation and Infrastructure;13. Climate Action","","1521320","05/13/2010","05/31/2012","View","View","",
"CAR1476","N/A","CARC1581","Bank of Montreal","Hansen Ranches Cattle Company Ltd","Hansen Grassland Project","","","TUV SUD America, Inc.","Canada Grassland","Completed","Not ARB or WA ECO Eligible","Cardston County","ALBERTA","CA","","","Project Completed at the request of the project developer. 12/23/2024","","04/12/2023","","View","View","",
"CAR540","N/A","","Hardin County Fiscal Court","Hardin County Fiscal Court","Hardin County Landfill","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Elizabethtown, KY","KENTUCKY","US","","","","121913","11/24/2009","","View","View","",
"CAR2078","CAFR7078","","Hearst Forests, LLC","Hearst Forests, LLC","Hearst Forests","Hearst Forests LLC","None","TUV SUD America, Inc.","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Siskiyou and Shasta County near Mt. Shasta","CALIFORNIA","US","","","","","08/26/2025","","View","View","",
"CAR1238","N/A","CARC1846","Southern Plains Land Trust","Southern Plains Land Trust","Heartland Ranch Phase 1","","","","Avoided Grassland Conversion","Registered","Not ARB or WA ECO Eligible","Bent County","COLORADO","US","","","","43226","08/31/2016","07/12/2018","View","View","Southern Plains Land Trust",
"CAR1299","N/A","CARC1846","Southern Plains Land Trust","Southern Plains Land Trust","Heartland Ranch Phase 2","","","","Avoided Grassland Conversion","Registered","Not ARB or WA ECO Eligible","Bent County","COLORADO","US","","","","12998","08/13/2018","03/29/2019","View","View","Southern Plains Land Trust",
"CAR1328","N/A","CARC1846","Southern Plains Land Trust","Southern Plains Land Trust","Heartland Ranch Phase 3","Southern Plains Land Trust","Nicole Rosmarino","","Avoided Grassland Conversion","Registered","Not ARB or WA ECO Eligible","Bent County, Colorado","COLORADO","US","","","","2776","01/08/2019","01/24/2020","View","View","Southern Plains Land Trust",
"CAR1693","N/A","CARC1846","Southern Plains Land Trust","Southern Plains Land Trust","Heartland Ranch Phase 4","","","","Avoided Grassland Conversion","Registered","Not ARB or WA ECO Eligible","Lamar","COLORADO","US","","","","3965","03/29/2023","03/29/2024","View","View","southernplains.org",
"CAR1694","N/A","CARC1846","Southern Plains Land Trust","Southern Plains Land Trust","Heartland Ranch Phase 5","","","","Avoided Grassland Conversion","Registered","Not ARB or WA ECO Eligible","Lamar","COLORADO","US","","","","5089","03/29/2023","03/29/2024","View","View","southernplains.org",
"CAR2171","CAMM5675","","Keyrock Energy, LLC","Keyrock Energy, LLC","Heilwood Mine Methane Incineration Project","Keyrock Energy, LLC","None","","Mine Methane Capture - ARB Compliance","Registered","Active ARB Project","Near Heilwood","WEST VIRGINIA","US","","","","27792","08/11/2025","02/03/2026","View","View","none",
"CAR422","N/A","","Timberline Energy, LLC","Timberline Energy, LLC","Hernando County Landfill Electric Generation","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Brooksville","FLORIDA","US","","7. Affordable and Clean Energy;9. Industry, Innovation and Infrastructure;13. Climate Action","","801381","01/07/2009","08/04/2009","View","View","www.timberlineenergy.com",
"CAR487","N/A","","Environmental Credit Corp.","Environmental Credit Corp.","Herrema Dairy","Environmental Credit Corp.","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Jasper County; Fair Oaks","INDIANA","US","","","","19480","09/03/2009","06/13/2013","View","View","N/A",
"CAR489","N/A","","ClimeCo LLC","ClimeCo LLC","Hidden View Dairy","Environmental Credit Corp.","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Jasper County; Rensselaer","INDIANA","US","","","","60518","12/06/2023","03/08/2013","View","View","N/A",
"CAR1492","CAFR6492","","Compass Carbon, LLC","Compass Carbon, LLC","Highsplint 4-2021","Carbon Assets 1, LLC","Compass Carbon, LLC","","Improved Forest Management - ARB Compliance","Completed","Inactive","Highsplint, Harlan County","KENTUCKY","US","","","","","10/25/2021","","View","View","",
"CAR829","N/A","","3Degrees Group, Inc","3Degrees Group, Inc","Hilltop Sand and Gravel Landfill GHG Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","7950 Telegraph Road, Alexandria, Faifax County","VIRGINIA","US","","","","223969","05/19/2011","12/04/2013","View","View","",
"CAR1006","N/A","","Fruit Growers Supply Company","21st Century Fox","Hilt Forest Carbon Project","Fruit Growers Supply Company","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","Siskiyou County","CALIFORNIA","US","","","","","07/30/2013","","View","View","",
"CAR1191","CAFR5291","","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","Hollow Tree","Mendocino Redwood Company","NONE","Aster Global Environmental Solutions, Inc.","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Mendocino County","CALIFORNIA","US","","","","1214708","10/23/2015","06/20/2017","View","View","",
"CAR2170","CALS7170","","California Bioenergy, LLC","California Bioenergy, LLC","Holstein Farms Biogas LLC","Holstein Farms Biogas LLC","California Bioenergy LLC","","Livestock - ARB Compliance","Listed","Proposed Project","Tulare","CALIFORNIA","US","","","","","12/30/2025","","View","View","https://calbioenergy.com/",
"CAR599","N/A","","Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Elm","Holsum Dairies, LLC","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Calumet County","WISCONSIN","US","","","","116273","04/22/2010","08/11/2011","View","View","",
"CAR1153","CALS5153","","Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Elm Dairy","Holsum Dairies, LLC","Ag Methane Advisors, LLC","","Livestock - ARB Compliance","Completed","Terminated","Calumet County","WISCONSIN","US","","","Missed OPDR deadline","67274","02/26/2015","03/09/2017","View","View","",
"CAR1154","CALS5154","","Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Irish Dairy","Holsum Dairies, LLC","Ag Methane Advisors, LLC","","Livestock - ARB Compliance","Completed","Terminated","Calumet County","WISCONSIN","US","","","Missed OPDR deadline","82818","02/26/2015","11/04/2015","View","View","",
"CAR601","N/A","","Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Irish Dairy","","","","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Calumet County","WISCONSIN","US","","","","64801","05/06/2010","08/11/2011","View","View","",
"CAR901","N/A","","Honeywell International Inc.","Honeywell International Inc.","Honeywell ODS Destruction Project","Honeywell International Inc.","MGM Innova Consulting Inc.","","Ozone Depleting Substances - U.S.","Completed","Not ARB or WA ECO Eligible","El Dorado","ARKANSAS","US","","","","128072","10/20/2011","02/22/2012","View","View","",
"CAR681","N/A","","Northeast Wilderness Trust","Northeast Wilderness Trust","Howland Research Forest","","","","Improved Forest Management","Transitioned","Not ARB or WA ECO Eligible","Penobscot County","MAINE","US","","","","48852","12/19/2013","03/13/2015","View","View","www.forestcarbonpartners.com",
"CAR1968","CAFR6968","","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","HRC Fangorn Forest IFM","Humboldt Redwood Company, LLC","Mendocino Redwood Company, LLC","S&A Carbon, LLC","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Humboldt County","CALIFORNIA","US","","","","","07/26/2024","","View","View","",
"CAR1867","CAFR6867","","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","HRC Yager IFM","Humboldt Redwood Company, LLC","Mendocino Redwood Company, LLC","TUV SUD America, Inc.","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Humboldt County","CALIFORNIA","US","","","","","12/07/2023","","View","View","",
"CAR1341","CAOD6341","","Hudson Technologies Company","Hudson Technologies Company","Hudson Tech 2019-4","Hudson Technologies Company","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active Registry Project","East Liverpool","OHIO","US","","","","73462","05/21/2019","07/29/2019","View","View","",
"CAR1367","CAOD6367","","Hudson Technologies Company","Hudson Technologies Company","Hudson Tech 2019-5","Hudson Technologies Company","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active Registry Project","East Liverpool","OHIO","US","","","","58918","06/25/2019","09/10/2019","View","View","",
"CAR1353","N/A","CARC1519","ASOCIACI�N DE SILVICULTORES DE LA REGI�N FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Hueyapan","Hueyapan - ASRTulancingo","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Registered","Not ARB or WA ECO Eligible","Cuautepec de Hinojosa;Hueyapan","HIDALGO","MX","","","","1593","06/25/2019","03/09/2021","View","View","",
"CAR1339","CAFR6339","","Peak Carbon LLC","Peak Carbon LLC","Humboldt Mixed Forest Improvement Project","Green Diamond Resource Company","Peak Carbon LLC","TUV SUD America, Inc.","Improved Forest Management - ARB Compliance","Registered","Active ARB Project","Humboldt and Del Norte Counties","CALIFORNIA","US","","","","3227415","06/13/2019","02/14/2020","View","View","",
"CAR1002","CALS5025","","Native, a Public Benefit Corporation","Native, a Public Benefit Corporation","Ideal Family Farms Digester Project","JMA Farms, LLC.","NativeEnergy, Inc.","","Livestock - ARB Compliance","Completed","Completed","Beavertown","PENNSYLVANIA","US","","","","44622","09/05/2013","01/31/2015","View","View","",
"CAR1834","N/A","","Native, a Public Benefit Corporation","Native, a Public Benefit Corporation","Ideal Family Farms Digester Project","JMA Farms, LLC.","Native, a a Public Benefit Corporation","","Livestock Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Beavertown","PENNSYLVANIA","US","","12. Responsible Consumption and Production;13. Climate Action","","16352","10/06/2023","06/04/2025","View","View","",
"CAR776","N/A","","IESI LA Landfill Corporation","IESI LA Landfill Corporation","IESI-Trinity LaSalle/Grant Carbon Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","LaSalle Parish","LOUISIANA","US","","","","88464","09/02/2010","04/05/2013","View","View","",
"CAR838","N/A","","Timber Ridge Landfill Company","Timber Ridge Landfill Company","IESI-Trinity Timber Ridge Landfill Carbon Project","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Washington County, MO","MISSOURI","US","","","","811127","06/09/2011","05/02/2013","View","View","",
"CAR812","N/A","","IESI LA Landfill Corporation","IESI LA Landfill Corporation","IESI-Trinity Timberlane Carbon Project","","","","Landfill Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Allen Parish","LOUISIANA","US","","","","165813","03/17/2011","03/28/2013","View","View","",
"CAR558","N/A","","Anew Environmental, LLC","Anew Environmental, LLC","Indian River County Landfill","","","","Landfill Gas Capture/Combustion","Registered","Not ARB or WA ECO Eligible","Indian River County","FLORIDA","US","","13. Climate Action","","455648","09/28/2011","06/15/2012","View","View","http://www.ircwaste.com/",
"CAR1334","N/A","","Indigo Carbon PBC","Indigo Carbon PBC","Indigo Ag Nitrogen Management","","","","Nitrogen Management","Completed","Not ARB or WA ECO Eligible","AZ, AR, CA, CO, ID, IL, IN, IA, KS, KY, MI, MN, MO, MT, NE, NC, ND, NY, OH, OK, OR, PA, SD, TN, TX, VA, WA, WI, WY","KANSAS","US","","","","","04/08/2019","","View","View","",
"CAR1459","N/A","","Indigo Carbon PBC","Indigo Carbon PBC","Indigo U.S. Project No.1","","","Aster Global Environmental Solutions, Inc.","Soil Enrichment","Registered","Not ARB or WA ECO Eligible","Continental United States","MASSACHUSETTS","US","","1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;9. Industry, Innovation and Infrastructure;10. Reduced Inequalities;12. Responsible Consumption and Production;13. Climate Action;14. Life Below Water;15. Life on Land;17. Partnership for the Goals","","2105377","12/18/2020","06/29/2022","View","View","www.indigoag.com/carbon",
"CAR1600","N/A","CARC1598","Toroto SAPI de CV","Ing. Eugenio Echeverria Castellot N� 2","Ing. Eugenio Echeverria Castellot N� 2","","","Asociacion de Normalizacion y Certificacion, S.A. de C.V.","Forestry - MX","Completed","Not ARB or WA ECO Eligible","Calakmul","CAMPECHE","MX","","","","","08/06/2022","","View","View","www.toroto.mx/en/projects",
"CAR397","N/A","","EcoSecurities International Limited","EcoSecurities International Limited","Intrepid Technology Resources, Inc. Anaerobic Digester at the Westpoint Dairy","","","First Environment, Inc.","Livestock Gas Capture/Combustion","Completed","Not ARB or WA ECO Eligible","Wendell","IDAHO","US","","","Moved to completed 3/14/2013 (missed annual reporting requirement)","9303","08/13/2008","07/31/2009","View","View","",
