,Project ID,Project Name,Country,Methodology,Project Size,Estimated Emission Reductions,Actual Emission Reductions
9105,IGES06109,Carhuaquero IV Hydroelectric Power Plant,Peru,AMS-ID;,SMALL,502089.0,32558.0
9106,IGES06240,"Renewable biomass based thermal energy generation at Mahalaxmi Group of Companies, Ahmedabad",India,AMS-IC;,SMALL,731430.0,52608.0
9107,IGES06156,"Conversion of existing open cycle gas turbine to combined cycle at the Central Termica Patagonia power station, Comodoro Rivadavia, Argentina",Argentina,ACM0007;,LARGE,3108399.0,293767.0
9108,IGES06060,Sao Joao hydro power plant,Brazil,ACM0002;,LARGE,679224.0,6682.0
9109,IGES06071,"Inno-Malsa  - Palm Oil Mill Waste Recycle Scheme, Malaysia",Malaysia,AM0039;,LARGE,1036930.0,0.0
9110,IGES06170,"Boiler Fuel Conversion from RFO to Biomass Based Briquettes at Fresenius Kabi India Private Limited, Ranjangaon (M.S.), India",India,AMS-IC;,SMALL,65580.0,12727.0
9111,IGES06207,Jielong Cascade Small-Scale Hydropower Project,China,AMS-ID;,SMALL,627437.9999999999,0.0
9112,IGES06174,American Israel Paper Mill (AIPM) Natural Gas Fuel Switch,Israel,AMS-IIIB;,SMALL,484100.0,131701.0
9113,IGES06162,Inner Mongolia Sunjiaying 50.25MW Wind Power Project,China,ACM0002;,LARGE,2910285.0,522649.0
9114,IGES06235,LITL’s Wind Project at Tamil Nadu,India,AMS-ID;,SMALL,481257.0,101275.0
9115,IGES06206,Guangdong Longtan 2*7MW Hydropower project,China,AMS-ID;,SMALL,946848.0,195055.0
9116,IGES06200,"8 MW biomass based renewable energy generation for the grid, Gondia District, Maharashtra,India",India,AMS-ID;,SMALL,282679.99999999994,0.0
9117,IGES06072,"5 MW renewable energy project for a grid system” at Rohru Tehsil, Shimla District in Himachal, India",India,AMS-ID;,SMALL,143800.0,24405.0
9118,IGES06154,Xinjiang Xiaocaohu Wind Power Project,China,ACM0002;,LARGE,2287404.0,357334.0
9119,IGES06177,Nanning Landfill Gas to Energy Project,China,ACM0001; AMS-ID;,LARGE,1881949.9999999998,44343.0
9120,IGES06216,"Empee Distilleries 10 MW Woody Biomass-Based Power Project, Tamil Nadu",India,AMS-ID;,SMALL,578907.0,0.0
9121,IGES06223,China Zhijiang Peace Small Hydropower Project,China,AMS-ID;,SMALL,1050189.0,98023.0
9122,IGES06140,"5 MW Biomass based Cogeneration project” at Solan, Himachal Pradesh, by M/s Deepak Spinners Limited",India,AMS-IC;,SMALL,265720.0,0.0
9123,IGES06152,Liujiashan 10 MW Small Hydropower Project in Jiangxi Province,China,AMS-ID;,SMALL,466347.0,105908.0
9124,IGES06204,"AWMS Methane Recovery Project BR07-S-34, Bahia, Espirito Santo, Minas Gerais, and Sao Paulo, Brazil",Brazil,AMS-IIID;,SMALL,180285.0,8320.0
9125,IGES06202,"AWMS Methane Recovery Project BR06-S-33, Minas Gerais and Sao Paulo, Brazil",Brazil,AMS-IIID;,SMALL,201096.0,0.0
9126,IGES06164,Yuejiang Small-Scale Hydropower Project,China,AMS-ID;,SMALL,950166.0,121598.0
9127,IGES06192,Bapan 12.7MW Hydropower Project,China,AMS-ID;,SMALL,790944.0,89030.0
9128,IGES06190,Biogas and biomass based co-generation project at CDBL,India,AMS-ID;,SMALL,278940.0,193802.0
9129,IGES06147,Emek Hefer Biogas Project,Israel,AMS-ID;,SMALL,187069.99999999997,30439.0
9130,IGES06198,"AWMS Methane Recovery Project BR06-S-22, Minas Gerais, Brazil",Brazil,AMS-IIID;,SMALL,172729.99999999997,26121.0
9131,IGES06181,Biogas energy plant from palm oil mill effluent,Guatemala,AMS-IA; AMS-ID; AMS-IIIH;,SMALL,636993.0,132956.0
9132,IGES06231,"6 MW Biomass residue based cogeneration unit by MPML at Village Heti (Surla), District Nagpur in Maharashtra, India",India,AMS-IC;,SMALL,735819.9999999999,495537.0
9133,IGES06122,Aluhe 12.6 MW Small Hydropower Project in Yunnan Province,China,AMS-ID;,SMALL,786386.9999999999,81435.0
9134,IGES06126,"Project for the catalytic reduction of N2O emissions with a secondary catalyst inside the ammonia reactor of the nitric acid plant at Dongbu Hannong Chemicals Ltd., Ulsan, Korea (“Dongbu”).","Korea, Republic of",AM0034;,LARGE,2406510.0,745093.0
9135,IGES06098,Steam Optimization in Cooking Process in Paper Plant,India,AM0018;,LARGE,341480.00000000006,22766.0
9136,IGES06194,Changpinghe Yiji and Erji 10.4 MW Bundled Small Hydropower Project,China,AMS-ID;,SMALL,622440.0,0.0
9137,IGES06020,"Fuel switchover from higher carbon intensive fuels to Natural Gas (NG) at Indian Farmers Fertiliser Cooperative Ltd (IFFCO) in Phulpur Village, Allahabad, Uttar Pradesh by M/s Indian Farmers Fertiliser Cooperative Ltd (IFFCO)",India,ACM0009;,LARGE,1866370.0000000007,1088538.0
9138,IGES06113,Fuling Waste Heat Recovery for power generation project,China,ACM0004;,LARGE,2150400.0000000005,260378.0
9139,IGES06184,"1.5 MW Deogad hydroelectric project in Maharashtra, district Sindhudurg, India by M/s Gadre Marine Export",India,AMS-ID;,SMALL,36640.03561643836,9114.0
9140,IGES06222,Ratchaburi Farms Biogas Project at Veerachai Farm,Thailand,AMS-ID; AMS-IIID;,SMALL,320920.0,246552.0
9141,IGES06095,Jinggangshan 36 MW Hydropower Project,China,ACM0002;,LARGE,1584618.0000000002,114787.0
9142,IGES06220,Ratchaburi Farms Biogas Project at Nong Bua Farm,Thailand,AMS-ID; AMS-IIID;,SMALL,159579.99999999997,78322.0
9143,IGES06062,"Zhejiang Provincial Energy Group Zhenhai Natural Gas Power Generation Co., Ltd.’s NG Power Generation Project",China,AM0029;,LARGE,19678407.0,2020393.0
9144,IGES06225,Ratchaburi Farms Biogas Project at SPM Farm,Thailand,AMS-ID; AMS-IIID;,SMALL,235560.00000000003,262185.0
9145,IGES06218,"Generation of electricity from 12.8 MW capacity wind mills by Avinash Bhosale group at Bhambarwadi, Maharashtra",India,AMS-ID;,SMALL,203270.00000000006,84973.0
9146,IGES06228,"AWMS Methane Recovery Project MX06-S-62, Coahuila, México",Mexico,AMS-IIID;,SMALL,70210.00000000001,0.0
9147,IGES06125,AESA Misiones (Proactiva Group) Sanitary Landfill Gas capture and flaring project,Argentina,ACM0001;,LARGE,372462.0164383561,0.0
9148,IGES06186,"“3MW Iruttukanam Small Hydro Electric Project, Kerala, India” at Viyyat Power Private Limited in Taluka Devikulam, District Idukki, Kerala by  M/s Viyyat Power Private Limited.",India,AMS-ID;,SMALL,101337.75616438355,115500.0
9149,IGES06203,"Daguan Linguanyan Small Hydropower Project in Yunnan Province, P.R.China",China,AMS-ID;,SMALL,818916.0,92432.0
9150,IGES06090,Yunnan Dali Yang_er 49.8MW Hydropower Project,China,ACM0002;,LARGE,2955854.999999999,427570.0
9151,IGES06213,"Hot air generation using renewable biomass fuel for spray drying and vertical drying application at H.&R. Johnson (India) Limited, Dewas, Madhya Pradesh.",India,AMS-IC;,SMALL,97580.0,23640.0
9152,IGES06137,Jinxiang – Golden Elephant Line 2 N2O Abatement Project,China,AM0034;,LARGE,809361.0,0.0
9153,IGES06050,Power generation from waste heat of submerged arc furnaces,India,ACM0004;,LARGE,751870.0,0.0
9154,IGES05737,Methane Recovery and Utilisation Project at TSH Kunak Oil Palm Mill,Malaysia,AM0013;,LARGE,1608810.0,64852.0
9155,IGES06106,Baotou Iron & Steel Blast Furnace Gas Combined Cycle Power Plant Project,China,ACM0004;,LARGE,39293898.0,6131391.0
9156,IGES06128,La Virgen Hydroelectric Plant,Peru,ACM0002;,LARGE,4624578.000000001,0.0
9157,IGES06199,"AWMS Methane Recovery Project BR06-S-30, Mato Grosso and Mato Grosso do Sul, Brazil",Brazil,AMS-IIID;,SMALL,217181.99999999997,11479.0
9158,IGES06215,Laguna de Bay Community Waste Management Project: Avoidance of methane production from biomass decay through composting -1,Philippines,AMS-IIIF;,SMALL,127218.0,0.0
9159,IGES06134,"Energy efficiency improvement in power generation at Sajjan India Limited, Ankhleshwar, Gujarat",India,AMS-IID;,SMALL,249470.0,0.0
9160,IGES06088,"Power Generation by Waste Heat Recovery Project in Henglai Building Materials Co. Ltd., Yixing City, Jiangsu Province, P. R. China",China,ACM0004;,LARGE,1298913.0,165485.0
9161,IGES06105,Jaroensompong Corporation Rachathewa Landfill Gas to Energy Project,Thailand,ACM0001;,LARGE,471849.99999999994,153324.0
9162,IGES05896,"4.5 MW Wind Power Project in Kadavakallu, Andhra Pradesh",India,AMS-ID;,SMALL,62120.0,14247.0
9163,IGES06157,"Energeticos Jaremar – Biogas recovery from Palm Oil Mill Effluent (POME) ponds, and heat & electricity generation, Honduras",Honduras,AMS-IC; AMS-IIIH;,SMALL,643566.0,255282.0
9164,IGES06040,MEN-Tangerang 13.6MW Natural Gas Co-generation Project,Indonesia,AM0014;,LARGE,895178.7726027397,17154.0
9165,IGES06029,155 MW Gas based combined cycle power project at Hazira,India,AM0029;,LARGE,1909282.9479452057,542026.0
9166,IGES06034,Durango – EcoMethane Landfill Gas to Energy Project,Mexico,ACM0001; AMS-ID;,LARGE,833628.3287671233,222942.0
9167,IGES06149,"10 MW biomass based power generation project at Wani, Yavatmal by Shalivahana Projects Limited",India,AMS-ID;,SMALL,478361.0219178082,152329.0
9168,IGES06093,VKG Steels & Energy Private Limited – 8 MW WHR Based Captive Power Project.,India,ACM0004;,LARGE,367080.5424657534,32389.0
9169,IGES06139,Argichi Small Hydroelectric CDM Project,Armenia,AMS-ID;,SMALL,133346.52328767127,0.0
9170,IGES06032,Henan Zhengzhou Grid Connected Natural Gas Combined Cycle Power Plant,China,ACM0002; AM0029;,LARGE,14523436.526027396,1468947.0
9171,IGES06045,"Shanxi Coal Transport Market Co., Ltd. Yangquan Branch CMM Utilization Project",China,ACM0008;,LARGE,12400542.602739725,447004.0
9172,IGES06091,"Power Generation (20MW) by utilizing Coke Oven Gas of China Coal and Coke Jiuxin Limited in Lingshi, Shanxi, P. R. China",China,ACM0004;,LARGE,676175.2027397259,240922.0
9173,IGES05873,Changshu Haike HFC 23 Decomposition Project,China,AM0001;,LARGE,72941085.0,12927611.0
9174,IGES06112,Monomeros Nitrous Oxide Abatement Project,Colombia,AM0028; AM0034;,LARGE,2563384.383561644,586002.0
9175,IGES06043,PARAÍSO SMALL HYDROPOWER PLANT – PCH PARAÍSO,Brazil,ACM0002;,LARGE,303183.04109589045,230851.0
9176,IGES06070,Retamim Landfill Project,Israel,ACM0001;,LARGE,1128015.0,0.0
9177,IGES06073,"N2O abatement project at nitric acid plant No. 11 at African Explosives Ltd. (AEL), South Africa",South Africa,AM0034;,LARGE,2655327.287671233,2376481.0
9178,IGES06127,Caña Brava Hydroelectric Power Plant,Peru,AMS-ID;,SMALL,461454.00000000006,42154.0
9179,IGES06136,"5 MW Wind Power Project of Alembic Ltd at Bhavnagar , Gujarat, India",India,AMS-ID;,SMALL,89714.57260273972,80225.0
9180,IGES06097,BBMG Cement WHR for 10.5 MW power generation project in Beijing,China,ACM0004;,LARGE,1561553.698630137,160338.0
9181,IGES06067,"Grid-connected Combined Cycle Power Plant of capacity 219.067 MW using Natural Gas/ R-LNG as fuels at Gujarat, India.",India,AM0029;,LARGE,2145537.657534247,1251073.0
9182,IGES05976,"AWMS Methane Recovery Project BR06-S-23, Mato Grosso and Goias, Brazil",Brazil,AMS-IIID;,SMALL,171086.8602739726,11560.0
9183,IGES06007,"AWMS Methane Recovery Project MX06-S-48, Jalisco, México",Mexico,AMS-IIID;,SMALL,95766.2301369863,0.0
9184,IGES06068,Hebei Quzhai Cement 9000kW Waste Heat Recovery Project,China,ACM0004;,LARGE,528924.8712328767,175108.0
9185,IGES06058,Yichang Yihua Waste Heat Recovery and Utilization project,China,AM0032;,LARGE,1950874.3397260273,522291.0
9186,IGES06057,Greenfield power project at Dwarikesh Dham,India,ACM0006;,LARGE,610237.1424657535,97209.0
9187,IGES05907,Tambun LPG Associated Gas Recovery and Utilization Project,Indonesia,AM0009;,LARGE,3910000.939726027,3110798.0
9188,IGES05994,Quezon City Controlled Disposal Facility Biogas Emission Reduction Project,Philippines,ACM0001; AMS-ID;,LARGE,1163708.7369863016,808538.0
9189,IGES06000,"Sandaowan Hydropower Project in Gansu Province, P.R. China",China,ACM0002;,LARGE,6720000.0,1216933.0
9190,IGES06027,San José del Tambo Hydroelectric Project,Ecuador,AMS-ID;,SMALL,637623.0,0.0
9191,IGES06074,China Guanmenyan Hydropower Project,China,ACM0002;,LARGE,1907972.887671233,400343.0
9192,IGES06047,Baxianyuan 27 MW Hydropower Project,China,ACM0002;,LARGE,1669143.0,56084.0
9193,IGES05906,"Priyata Intercontinental Wind Power Project, India.",India,AMS-ID;,SMALL,68898.87123287671,5555.0
9194,IGES06059,"7.2 MW Wind Project at Chitradurga, Karnataka",India,AMS-ID;,SMALL,143379.2712328767,62478.0
9195,IGES05933,"9.8 MW Renewable Energy Generation for the grid at South Asian Agro Industries Limited in Raipur District, Chattisgarh.",India,AMS-ID;,SMALL,368771.00547945214,0.0
9196,IGES05881,75MW wind power project in Maharashtra by Essel Mining Industries Limited,India,ACM0002;,LARGE,1182353.8438356165,981814.0
9197,IGES05938,"6.0 MW Biomass based cogeneration power plant of Rama Paper Mills Limited, Kiratpur, Uttar Pradesh.",India,AMS-ID;,SMALL,517507.506849315,83616.0
9198,IGES06008,"Effective utilization of waste heat by installing vacuum pre-concentrator in urea section at Indo Gulf Fertilisers (A Unit of Aditya Birla Group), Jagdishpur.",India,AM0018;,LARGE,328089.8630136986,0.0
9199,IGES05923,"AWMS Methane Recovery Project BR06-S-28, Santa Catarina, Brazil",Brazil,AMS-IIID;,SMALL,88799.58356164383,4936.0
9200,IGES05802,Ramgarh Chini Mills RE project,India,ACM0002; ACM0006;,LARGE,466927.8904109589,115098.0
9201,IGES05924,"AWMS Methane Recovery Project BR06-S-29, Sao Paulo, Brazil",Brazil,AMS-IIID;,SMALL,228252.51780821924,25660.0
9202,IGES05922,"AWMS Methane Recovery Project BR06-S-27, Goias, Brazil",Brazil,AMS-IIID;,SMALL,110040.13972602741,22982.0
9203,IGES05921,"AWMS Methane Recovery Project BR06-S-26, Minas Gerais, Brazil",Brazil,AMS-IIID;,SMALL,124144.00273972606,13029.0
9204,IGES05920,"AWMS Methane Recovery Project BR06-S-25, Minas Gerais, Brazil",Brazil,AMS-IIID;,SMALL,282297.32054794516,31234.0
9205,IGES05919,"AWMS Methane Recovery Project BR06-S-24, Mato Grosso and Mato Grosso do Sul, Brazil",Brazil,AMS-IIID;,SMALL,212858.30136986304,10482.0
9206,IGES05918,"AWMS Methane Recovery Project BR06-S-21, Goias, Brazil",Brazil,AMS-IIID;,SMALL,179229.09041095892,21584.0
9207,IGES05917,"AWMS Methane Recovery Project BR06-S-20, Minas Gerais, Brazil",Brazil,AMS-IIID;,SMALL,104358.58356164383,11570.0
9208,IGES05915,"AWMS Methane Recovery Project BR06-S-19, Goias, Brazil",Brazil,AMS-IIID;,SMALL,199944.76438356165,13025.0
9209,IGES06104,La Cascada 2.3 MW Hydroelectric Project,Colombia,AMS-ID;,SMALL,51404.07945205479,54887.0
9210,IGES06002,"20MW Waste gas based captive power project based at Kharagpur, West Bengal",India,ACM0004;,LARGE,2414916.0,0.0
9211,IGES05858,Shandong Changdao 27.2 MW Wind Power Project,China,ACM0002;,LARGE,1232965.8356164384,266420.0
9212,IGES06042,Centro Industrial del Sur Organic Waste Project,Colombia,ACM0002; AM0025;,LARGE,1618975.1890410958,0.0
9213,IGES06010,Hua'an Xipi Hydropower Project,China,ACM0002;,LARGE,2865970.8547945204,558009.0
9214,IGES06079,"Project for the Catalytic Reduction of N2O Emissions with a Secondary Catalyst Inside the Ammonia Reactor of the N4 Nitric Acid Plant at Haifa Chemicals Ltd., Israel.",Israel,AM0028; AM0034;,LARGE,1163518.684931507,137193.0
9215,IGES06078,"Project for the catalytic reduction of N2O emissions with a secondary catalyst inside the ammonia reactor of the N1 & N2 nitric acid plants at Haifa Chemicals Ltd., Israel",Israel,AM0028; AM0034;,LARGE,4498542.139726028,1051412.0
9216,IGES06102,Maoshaping Hydro Power Project,China,AMS-ID;,SMALL,668097.1506849314,60330.0
9217,IGES05928,GIPPL Waste Heat based 11.5 MW Captive Power Project,India,ACM0004;,LARGE,545790.0,0.0
9218,IGES05966,Nobrecel fuel switch in black liquor boiler Project,Brazil,AMS-IC;,SMALL,563902.5589041096,0.0
9219,IGES06024,NSSM – Narkatiaganj Biomass Power Project,India,AMS-ID;,SMALL,275177.8958904109,20379.0
9220,IGES06092,"Yuliangwan Small Hydroelectric Project, Hunan Province, China",China,AMS-ID;,SMALL,672066.6684931507,74294.0
9221,IGES06087,6 MW Rice Husk based cogeneration plant at Bhageshwari Papers Private Limited,India,AMS-IC;,SMALL,608722.4054794521,107407.0
9222,IGES06066,Installation of Low Green House Gases (GHG) emitting rolling stock cars in metro system,India,AMS-IIIC;,SMALL,411600.0,451609.0
9223,IGES05940,Bundle of 100 village biomass gasifier based power plants totalling 5.15 MW for Decentralised Energy Systems India Pvt. Ltd. in Bihar,India,AMS-IA;,SMALL,431960.0,0.0
9224,IGES05939,"Biomass thermal energy plant – Hartalega Sdn.Bhd, Malaysia",Malaysia,AM0036;,LARGE,2700679.2931506853,181300.0
9225,IGES06030,Methane Recovery and Utilization CDM Project at Muyuan Swine Farm in Henan Province,China,ACM0010;,LARGE,1104609.9999999995,0.0
9226,IGES06023,Heilongjiang Tangyuan Biomass Cogeneration Project,China,ACM0002; ACM0006;,LARGE,3858538.53150685,338150.0
9227,IGES05905,Amurang Biomass Cogeneration Project,Indonesia,AMS-IC; AMS-ID;,SMALL,635688.8246575342,0.0
9228,IGES05970,Waste Gas based Captive Power Plant in Liangang Group,China,ACM0002; ACM0004;,LARGE,3316750.0,1463243.0
9229,IGES05999,Shandong Wudi Biomass Generation Project,China,ACM0002; ACM0006;,LARGE,2382714.550684932,356014.0
9230,IGES05935,Fujian Pingtan Changjiang’ao 100 MW Wind Power Project,China,ACM0002;,LARGE,4892840.252054794,1143940.0
9231,IGES05965,Wahei Hydroelectric Project,China,ACM0002;,LARGE,3729561.506849315,671073.0
9232,IGES05961,Coronel landfill gas capture project,Chile,ACM0001;,LARGE,233029.99999999997,90547.0
9233,IGES05875,Golden Hope Composting Project - Kerdau,Malaysia,AMS-IIIF;,SMALL,422911.1671232877,39012.0
9234,IGES06051,The Anaerobic Digestion Swine Wastewater Treatment With On-Site Power Bundled Project (ADSW RP1001),Philippines,AMS-ID; AMS-IIID;,SMALL,121941.90684931506,0.0
9235,IGES05962,"Flare gas recovery project at Uran plant, Oil and Natural Gas Corporation (ONGC) Limited",India,AM0037;,LARGE,977400.0000000001,165375.0
9236,IGES05876,Golden Hope Composting Project - Merotai,Malaysia,AMS-IIIF;,SMALL,639512.4219178082,60527.0
9237,IGES05837,Golden Hope Composting Project - Melalap.,Malaysia,AMS-IIIF;,SMALL,71031.26575342465,0.0
9238,IGES05787,Golden Hope Composting Project - Lavang,Malaysia,AMS-IIIF;,SMALL,638042.2301369864,51310.0
9239,IGES05824,Inversiones Hondurenas Cogeneration Project,Honduras,ACM0002; ACM0006;,LARGE,418786.2438356164,0.0
9240,IGES05988,Shanxi Yangcheng Coal Mine Methane Utilization Project,China,ACM0008;,LARGE,8888254.438356165,117199.0
9241,IGES05969,Yuyao Electricity Generation Project using Natural Gas,China,ACM0002; AM0029;,LARGE,16902878.915068492,1133015.0
9242,IGES05912,La Ventosa Wind Energy Project,Mexico,ACM0002;,LARGE,4704840.0,847349.0
9243,IGES06031,Biomass Gasification based Power Generation by Arashi Hi-Tech Bio-Power Private Limited,India,AMS-ID;,SMALL,131225.11780821916,1070.0
9244,IGES06048,"Sichuan Banzigou Small Hydropower Project, P.R. China",China,AMS-ID;,SMALL,971208.0,0.0
9245,IGES05895,"Rice husk based cogeneration plant (5 MW) at Shibzada Ajit Singh Nagar District, Punjab by M/s Nahar Industrial Enterprises limited",India,AMS-IC;,SMALL,448200.0,137806.0
9246,IGES06054,Yeghegis small-scale hydro project,Armenia,AMS-ID;,SMALL,66494.67397260274,0.0
9247,IGES05993,Power capacity expansion project at Dwarikesh Puram,India,ACM0006;,LARGE,412840.0,85603.0
9248,IGES05981,Tultitlan – EcoMethane Landfill Gas to Energy Project,Mexico,ACM0001; ACM0002;,LARGE,416810.0,0.0
9249,IGES05872,Ancon – EcoMethane Landfill Gas Project,Peru,ACM0001;,LARGE,1449441.0739726028,20512.0
9250,IGES05886,Jiaozishan Landfill Gas Recovery and Utilisation Project,China,ACM0001;,LARGE,3218543.846575343,87388.0
9251,IGES06081,Factory energy efficiency improvement in compressed air demand and supply in Malaysia,Malaysia,AMS-IIC;,SMALL,3633.473972602739,0.0
9252,IGES05854,"Emission reduction through partial substitution of fossil fuel with alternative fuels like agricultural byproducts & Municipal Solid Waste (MSW) in the manufacturing of portland cement at Vikram Cement (VC), Neemuch (MP), India.",India,ACM0003;,LARGE,867720.0,0.0
9253,IGES05916,"Waste heat power generation project at Hunan Anshi Xingyuan Power Generation Co., Ltd.",China,ACM0002; ACM0004;,LARGE,513600.0,134520.0
9254,IGES05960,Berlin Binary Cycle power plant,El Salvador,ACM0002;,LARGE,927081.9342465753,230356.0
9255,IGES05823,Central Izalco Cogeneration Project,El Salvador,ACM0002; ACM0006;,LARGE,960750.0,0.0
9256,IGES06025,10 MW biomass based power project of Ind Power limited,India,AMS-ID;,SMALL,341289.99999999994,46282.0
9257,IGES06039,Nagamas Biomass Cogeneration Project in Indonesia,Indonesia,AMS-IC; AMS-ID;,SMALL,1627103.2493150686,81154.0
9258,IGES06035,"3 MW Wind Power Project at Chikkasiddavanahalli village, Chitradurga district, Karnataka",India,AMS-ID;,SMALL,48230.0,11619.0
9259,IGES05885,"Project for the catalytic reduction of N2O emissions with a secondary catalyst inside the ammonia oxidation reactors of the NAN1 and NAN2 nitric acid plants at Abonos Colombianos SA (“Abocol”), Colombia.",Colombia,AM0034;,LARGE,3396880.0,132459.0
9260,IGES06033,"4 MW Bundled Grid Connected Wind Power Project in Tamilnadu, India",India,AMS-ID;,SMALL,81400.0,19180.0
9261,IGES05991,The TIMARPUR-OKHLA Waste Management Company Pvt Ltd's (TOWMCL) intergrated waste to energy project in Delhi,India,AM0025;,LARGE,2627910.0000000005,376605.0
9262,IGES05985,"Xiaoshuichi Hydro Power Project of Lanzhou City, Gansu Province, P.R. China.",China,ACM0002;,LARGE,1074185.1232876712,133843.0
9263,IGES05914,"Methane recovery and utilisation project at United Plantations Berhad, Jendarata Palm Oil Mill, Malaysia",Malaysia,AM0013;,LARGE,425746.53698630136,111758.0
9264,IGES06014,Baotou Iron & Steel Coke Dry Quenching and Waste Heat Utilization for Electricity Generation Project,China,ACM0004;,LARGE,1303150.0,940038.0
9265,IGES05943,OULJA Landfill gas recovery and flaring,Morocco,AMS-IIIG;,SMALL,682189.9890410958,0.0
9266,IGES05959,"2.5 MW BEL grid-connected wind power project at Davanagere district, Karnataka, India",India,AMS-ID;,SMALL,53600.0,15856.0
9267,IGES05949,Burning of solid biomass for process steam generation for beer manufacture in place of the BPF 3 fuel oil at the Águas Claras do Sul Branch,Brazil,AMS-IC;,SMALL,567725.0575342466,46210.0
9268,IGES05930,"Project for the catalytic reduction of N2O emissions with a secondary catalyst inside the ammonia reactor of the No. 9 nitric acid plant at African Explosives Ltd (“AEL”), South Africa",South Africa,AM0034;,LARGE,1167790.0,348255.0
9269,IGES05947,Co-composting of EFB and POME – MG BioGreen Sdn.Bhd (MGBG),Malaysia,AMS-IIIF;,SMALL,639533.4246575341,0.0
9270,IGES06018,Non-recovery type coke oven exhaust gas heat recovery power project at Mundra,India,ACM0004;,LARGE,700900.0,268048.0
9271,IGES05967,30 MW WHR  Project of Hongshi Group,China,ACM0002; ACM0004;,LARGE,1597850.0,757419.0
9272,IGES05859,Bandar Baru Serting Biomass Project,Malaysia,AMS-ID; AMS-IIIE;,SMALL,1550107.205479452,0.0
9273,IGES05901,"7.25 MW wind energy project of Aruppukottai Sri Jayavilas Ltd, Tamilnadu, India",India,AMS-ID;,SMALL,279987.52328767115,42000.0
9274,IGES05816,Phu Khieo Bio-Energy Cogeneration project (PKBC),Thailand,ACM0002; ACM0006;,LARGE,1024930.0,0.0
9275,IGES05814,Dan Chang Bio-Energy Cogeneration project (DCBC),Thailand,ACM0002; ACM0006;,LARGE,931290.0,0.0
9276,IGES05904,"MSPPL WHR based power project at Chattisgarh, India",India,ACM0004;,LARGE,191509.99999999997,66752.0
9277,IGES05880,"4MW Waste Heat Recovery based power project by GRSPL, India",India,ACM0004;,LARGE,191499.99999999994,54533.0
9278,IGES05819,Transalloys Manganese Alloy Smelter Energy Efficiency Project,South Africa,ACM0002; AM0038;,LARGE,550440.0,1259415.0
9279,IGES05963,"Biomass based renewable energy project in a Solvent Extraction Plant, India",India,AMS-IC;,SMALL,251399.99999999994,38378.0
9280,IGES05697,4.0 MW Power Plant Using Clinker Cooling Gas Waste Heat,India,ACM0004;,LARGE,168710.0,56894.0
9281,IGES05799,Hangyeong second phase SS-wind power Project,"Korea, Republic of",AMS-ID;,SMALL,606937.1726027397,174156.0
9282,IGES05998,"Waste gases utilisation for Combined Cycle Power Plant in Handan Iron & Steel Group Co., Ltd",China,ACM0004;,LARGE,6655450.0,2734625.0
9283,IGES05958,Mensilin Holdings Biomass Energy Plant Project,Malaysia,AMS-IC; AMS-IIIE; AMS-IIIG;,SMALL,1009601.698630137,12523.0
9284,IGES05972,Shanxi Liulin Coal Mine Methane Utilization Project,China,ACM0008;,LARGE,6682357.687671234,0.0
9285,IGES05980,Hasars Landfill Gas Project,Mexico,ACM0001; ACM0002;,LARGE,2892435.0,71768.0
9286,IGES05931,Fujian Nanridao 16.15MW Wind Power Project,China,ACM0002;,LARGE,808101.41369863,0.0
9287,IGES05847,Yunnan Yingjiang Nandihe Hydro Power Project,China,ACM0002;,LARGE,1479495.994520548,256829.0
9288,IGES05913,"KSPCL Waste Heat to Power project, India",India,ACM0004;,LARGE,429100.0,287616.0
9289,IGES05955,Wuerguli 30 MW Wind Power Project,China,ACM0002;,LARGE,1581401.2876712328,363326.0
9290,IGES06006,"AWMS Methane Recovery Project MX06-S-20, Yucatan, México",Mexico,AMS-IIID;,SMALL,340937.47397260275,0.0
9291,IGES05899,Jiangxi Fengcheng Mining Administration CMM Utilization Project,China,ACM0002; ACM0008;,LARGE,1903779.9999999998,882742.0
9292,IGES05987,"Palmas del Espino – Biogas recovery and heat generation from Palm Oil Mill Effluent (POME) ponds, Peru",Peru,AMS-IC; AMS-IIIH;,SMALL,561172.202739726,182750.0
9293,IGES05932,"Project for the catalytic reduction of N20 emissions with a secondary catalyst inside the ammonia reactor of the N3 nitric acid plant at Haifa Chemicals Ltd., Israel",Israel,AM0034;,LARGE,1679190.0000000002,295433.0
9294,IGES05979,1.25 MW biomass based captive power plant by UP Asbestos Limited at Lucknow,India,AMS-IC;,SMALL,130742.05479452056,0.0
9295,IGES05977,Eco Friendly Electricity Export to Grid,India,AMS-ID;,SMALL,192690.0,58604.0
9296,IGES05973,Shanmugou Small Hydropower Project,China,AMS-ID;,SMALL,963185.6438356164,102514.0
9297,IGES05848,Guangzhou Xingfeng Landfill Gas Recovery and Electricity Generation CDM Project,China,ACM0001; ACM0002;,LARGE,19106997.000000004,636053.0
9298,IGES06003,Puclaro Hydroelectric Power Plant,Chile,ACM0002; AMS-ID;,SMALL,220500.0,67078.0
9299,IGES05996,9 MW Renewable Energy Grid Connected Biomass Power Project,India,AMS-ID;,SMALL,1014831.3808219178,84409.0
9300,IGES05945,China Fluoro HFC23 abatement project in China,China,AM0001;,LARGE,89221570.60821918,21780165.0
